1  1.7530  1.5712 
2  0.9141  0.5471 
1  1.7098  1.7946 
1  0.9310  0.7786 
1  1.7724  1.4567 
2  1.1720  0.7182 
1  0.8979  0.7790 
1  1.1366  0.9180 
2  2.0959  1.5891 
1  1.2997  0.9428 
2  1.0540  0.6363 
1  1.0347  0.8604 
1  1.6709  1.7709 
2  1.2015  0.7490 
1  1.2082  0.8975 
1  1.7522  1.2108 
2  1.3674  0.8274 
2  1.4395  0.8274 
2  2.1568  1.1420 
2  2.0344  1.7514 
2  1.4696  0.8546 
1  0.9605  0.7634 
2  1.1612  0.6313 
2  1.2133  0.6628 
1  0.9921  0.8522 
2  2.0549  1.6146 
1  1.6955  1.2819 
1  1.6997  1.2267 
1  1.8196  1.4420 
1  1.0699  0.8927 
2  2.1178  1.6459 
2  1.2040  0.7124 
1  1.8111  1.6981 
1  1.8041  1.5894 
1  1.8039  1.5869 
1  1.0457  0.8633 
1  1.7572  1.6737 
1  1.7994  1.5507 
1  1.7287  1.6226 
2  0.9379  0.5801 
2  0.9818  0.5932 
2  1.0604  0.6395 
2  1.4470  0.7408 
2  1.9786  1.4274 
2  0.9987  0.5610 
1  1.6817  1.4491 
1  1.6850  1.4816 
2  2.0918  1.4428 
1  1.8236  1.4813 
1  0.8747  0.7037 
2  1.1320  0.6359 
2  2.1079  1.6119 
2  1.0505  0.6009 
2  1.4786  0.8089 
2  2.0349  1.4796 
2  1.3758  0.7544 
2  2.0312  1.4539 
2  1.2293  0.6797 
2  1.0495  0.5849 
2  1.0662  0.6392 
1  0.8843  0.7243 
2  1.4572  0.7865 
1  1.8021  1.4985 
1  1.6906  1.4525 
2  0.7317  0.5141 
2  1.4341  0.7725 
2  1.1704  0.7041 
1  1.6667  1.4163 
1  0.9218  0.7236 
1  1.2422  0.9261 
2  2.0497  1.4642 
2  1.1779  0.6497 
1  1.7537  1.3952 
2  1.0847  0.6168 
2  1.1132  0.6746 
1  1.7483  1.6278 
2  2.0774  1.4230 
1  1.0668  0.8083 
1  1.7414  1.5433 
1  1.4671  1.0315 
2  2.0122  1.5795 
1  0.7865  0.7582 
1  1.1027  0.8295 
1  1.7048  1.6571 
2  1.1045  0.6535 
2  1.4385  0.7626 
2  1.2585  0.7446 
2  1.0202  0.6345 
1  0.7711  0.7544 
1  1.7142  1.8091 
2  2.0086  1.4009 
2  2.0262  1.6622 
2  1.1100  0.6280 
2  2.0937  1.7353 
1  0.8320  0.7467 
2  2.1339  1.3253 
1  1.3493  0.9559 
1  1.7126  1.5692 
1  1.7907  1.6749 
1  1.6738  1.2494 
1  1.1076  0.8240 
1  1.7500  1.3636 
2  1.0752  0.6789 
1  0.7837  0.6811 
1  0.7363  0.6077 
1  1.7225  1.6572 
1  1.6972  1.5750 
1  1.0858  0.8180 
1  1.8014  1.6915 
1  0.9624  0.8129 
2  2.0223  1.3593 
1  1.7970  1.6715 
2  1.0893  0.6414 
1  1.7023  1.2317 
1  0.8597  0.7235 
1  1.7741  1.2757 
1  1.0766  0.8526 
1  1.0215  0.8101 
1  0.8498  0.7912 
1  1.6638  1.5518 
1  0.6843  0.7542 
2  2.1397  1.7263 
2  1.3257  0.7462 
2  2.1328  1.5120 
1  0.8907  0.7532 
1  1.8315  1.4270 
1  1.7185  1.6562 
1  0.6568  0.6748 
2  2.0988  1.4690 
1  1.1221  0.8347 
1  0.9428  0.7354 
2  1.0487  0.6204 
2  0.5232  0.3479 
1  0.4294  0.5580 
1  1.1227  0.8341 
2  2.0498  1.3971 
2  1.0052  0.5770 
2  2.1147  1.7134 
2  2.1151  1.6204 
1  1.0004  0.8343 
2  1.1627  0.6296 
2  1.2536  0.7214 
1  1.6873  1.2573 
2  2.0098  1.8565 
2  2.1363  1.6297 
2  1.4016  0.8416 
1  1.7218  1.6334 
1  1.7040  1.5195 
2  2.1386  1.5803 
1  0.7843  0.7521 
2  0.6526  0.4580 
2  1.2001  0.6977 
2  2.0870  1.3929 
2  2.0053  1.5865 
2  2.1279  1.4776 
2  2.0251  1.7485 
2  1.2415  0.7411 
2  1.3275  0.7329 
1  1.3561  0.9713 
2  2.0845  1.4486 
2  1.2642  0.6620 
1  0.7429  0.6840 
1  1.6986  1.4612 
2  2.0578  1.7750 
2  1.4368  0.7509 
2  1.3689  0.7630 
2  1.4504  0.7958 
2  0.7208  0.4538 
1  1.7642  1.7677 
2  2.0933  1.4447 
1  1.0840  0.8034 
2  2.0852  1.6402 
2  1.1409  0.6013 
1  0.6269  0.6380 
2  1.5757  0.8163 
2  1.2690  0.6862 
2  2.1668  1.3958 
2  0.9917  0.6162 
2  1.4640  0.7598 
2  2.1033  1.4800 
1  0.5558  0.6048 
2  2.0715  1.4441 
2  1.7204  0.9425 
1  1.7170  1.2746 
2  1.0346  0.6523 
1  1.7679  1.3878 
1  1.7743  1.5963 
2  1.0030  0.5359 
1  1.6618  1.6529 
1  1.4409  1.0333 
1  1.8041  1.7201 
1  1.7124  1.4999 
1  1.8223  1.4670 
1  1.7829  1.7439 
2  1.2444  0.6953 
2  0.9227  0.5819 
1  1.7208  1.5970 
1  0.9873  0.8228 
1  1.6588  1.5299 
1  0.9896  0.8498 
2  2.1593  1.8244 
1  1.8103  1.7350 
1  1.7951  1.6531 
2  2.0981  1.5646 
1  1.8098  1.5956 
2  2.0026  1.5627 
1  1.7110  1.3994 
1  1.8268  1.3937 
2  2.0732  1.6410 
1  1.7754  1.3008 
2  2.0785  1.4060 
1  1.7685  1.3801 
2  2.0803  1.4026 
2  2.2125  1.5847 
2  1.4555  0.7954 
1  1.3315  1.0013 
2  2.1045  1.4198 
2  2.0684  1.4435 
1  0.6779  0.6678 
1  0.8563  0.8203 
2  2.0819  1.5474 
2  1.2917  0.7851 
1  0.8894  0.7275 
2  1.5060  0.7704 
2  1.0513  0.5744 
2  0.8324  0.5269 
1  1.6558  1.5792 
1  0.9643  0.8096 
1  1.7878  1.3280 
2  2.0150  1.2910 
2  2.0269  1.6356 
2  1.4492  0.7636 
1  0.8036  0.7063 
2  1.1100  0.6423 
2  1.3527  0.7055 
2  2.0740  1.9512 
1  1.7653  1.6048 
1  0.6431  0.6004 
2  1.0710  0.6481 
2  1.7406  0.9147 
1  0.5604  0.5481 
1  1.7551  1.4527 
1  0.7634  0.7700 
2  2.0596  1.9980 
1  1.7588  1.5212 
2  2.0664  1.3778 
2  2.0623  1.6758 
1  0.7827  0.7234 
1  0.7435  0.7239 
1  1.8041  1.6210 
1  0.7475  0.6868 
1  1.0897  0.8253 
1  0.8276  0.7869 
2  1.1114  0.6692 
1  1.0273  0.8428 
1  1.7051  1.3791 
1  1.8129  1.2632 
2  2.0336  1.4189 
1  1.0497  0.8323 
1  1.7847  1.5355 
2  1.1203  0.6172 
1  1.2035  0.8896 
1  1.0284  0.9056 
1  1.3259  0.9332 
1  0.8963  0.7723 
1  0.9235  0.7974 
2  2.0865  1.2733 
2  1.1111  0.5615 
2  2.0681  1.6438 
2  2.1433  1.7633 
2  2.1260  1.5366 
1  1.0027  0.7868 
1  1.0103  0.7678 
2  2.0517  1.4760 
1  1.7522  1.5336 
2  0.9452  0.5664 
2  1.3684  0.7804 
1  1.7304  1.4704 
1  1.7262  1.3172 
1  0.9190  0.7508 
2  2.1114  1.4470 
1  1.4769  1.0130 
1  0.5646  0.6320 
2  1.4169  0.7901 
1  0.9448  0.7906 
1  1.7411  1.5973 
2  2.0906  1.7467 
2  2.0665  1.5856 
2  2.0489  1.8854 
1  1.7795  1.5793 
1  0.9161  0.7979 
1  1.6948  1.6216 
1  1.7812  1.3515 
1  1.7457  1.7554 
2  1.0683  0.6078 
2  1.2039  0.6876 
2  1.7973  0.9770 
2  2.1015  1.5258 
2  1.0145  0.5756 
1  1.7799  1.3993 
2  1.6534  0.9632 
1  1.7574  1.6745 
2  2.0370  1.3137 
1  1.7327  1.6558 
1  1.7446  1.5494 
1  0.9610  0.7684 
2  2.0437  1.5287 
1  1.7755  1.5353 
1  1.8650  1.3737 
1  1.7518  1.7520 
1  1.2715  0.9028 
1  1.0747  0.8524 
1  1.7073  1.3289 
2  2.1637  1.6216 
1  0.6581  0.6440 
1  1.6993  1.8376 
1  1.7593  1.2501 
1  0.8269  0.7539 
1  0.6236  0.6810 
1  1.1084  0.8942 
1  1.7729  1.3880 
2  2.1096  1.6008 
2  2.0638  1.5362 
1  1.7781  1.8023 
1  1.0139  0.8688 
2  1.1861  0.6214 
2  1.2048  0.6433 
2  2.0881  1.3820 
1  0.8342  0.7273 
1  0.9096  0.7836 
2  2.1068  1.3186 
1  1.7067  1.3336 
2  0.9950  0.6064 
2  2.0555  1.7056 
